Date,Time,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
2023-08-04,04:35,ACC692642,ACC913829,9810.21,MAD,MXN,China,Germany,Cash,1,Suspicious_Related_Accounts
2023-09-14,09:16,ACC136368,ACC174491,3884.34,CNY,CNY,Turkey,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-03-28,11:38,ACC144109,ACC653890,8452.54,TRY,AED,Germany,UK,E-Wallet,0,Normal_Corporate_Payment
2023-07-07,08:31,ACC288717,ACC678759,9884.28,USD,EUR,Mexico,Morocco,Cheque,1,Suspicious_Cash_Intensive
2023-02-08,07:41,ACC127426,ACC817510,9838.46,MAD,MAD,USA,Morocco,Credit Card,0,Normal_Personal_Transfer
2023-05-21,23:08,ACC736925,ACC983513,4343.37,EUR,TRY,USA,USA,Cheque,1,Suspicious_Shell_Companies
2023-06-27,15:23,ACC663311,ACC647404,4862.75,EUR,MAD,USA,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-08-27,00:33,ACC484412,ACC368818,3040.98,MXN,EUR,Germany,Morocco,Cross-Border,1,Suspicious_Structuring
2023-12-13,10:19,ACC552483,ACC510685,3147.05,MXN,AED,UAE,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-08-08,21:00,ACC255964,ACC367590,4929.78,AED,AED,China,UK,Credit Card,0,Normal_Corporate_Payment
2023-09-29,07:14,ACC613168,ACC224809,2013.18,EUR,EUR,China,UK,Cheque,1,Suspicious_CrossBorder_Transfer
2023-07-04,02:16,ACC995643,ACC907192,7114.12,AED,MAD,UK,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-08-20,18:12,ACC719185,ACC626251,5367.72,AED,EUR,UAE,UAE,Cheque,1,Suspicious_Related_Accounts
2023-01-26,14:32,ACC771367,ACC470425,8981.7,AED,USD,Turkey,UK,E-Wallet,0,Normal_Personal_Transfer
2023-04-03,13:41,ACC704065,ACC831362,8107.72,TRY,AED,Morocco,USA,Debit Card,0,Normal_Corporate_Payment
2023-05-13,01:17,ACC144858,ACC782622,3231.49,GBP,MAD,UK,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-06-22,03:22,ACC320510,ACC629465,5062.99,MAD,CNY,China,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-01-17,14:56,ACC452186,ACC111160,7507.64,MXN,EUR,USA,China,Cross-Border,1,Suspicious_Related_Accounts
2023-02-21,04:59,ACC969530,ACC465020,1940.07,MAD,CNY,Germany,UAE,E-Wallet,0,Normal_Personal_Transfer
2023-04-12,12:05,ACC644527,ACC107543,325.66,MXN,USD,China,China,Mobile Payment,0,Normal_Corporate_Payment
2023-12-21,13:04,ACC556185,ACC993643,8524.52,USD,MXN,UAE,China,Mobile Payment,0,Normal_Personal_Transfer
2023-05-01,06:48,ACC997383,ACC663566,1384.13,USD,AED,UAE,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-06-25,22:45,ACC141291,ACC841195,8895.22,EUR,TRY,Germany,China,E-Wallet,0,Normal_Personal_Transfer
2023-03-13,20:13,ACC138805,ACC248293,9136.94,USD,TRY,Mexico,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-08-11,17:20,ACC198831,ACC496539,4612.4,CNY,EUR,USA,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-04-13,01:52,ACC249515,ACC938537,8069.75,USD,TRY,Mexico,UK,Cross-Border,1,Suspicious_RapidMovement
2023-03-17,02:32,ACC109290,ACC338913,3638.28,GBP,USD,China,Turkey,Cash,1,Suspicious_Related_Accounts
2023-07-08,11:49,ACC493427,ACC438295,8584.06,AED,MXN,UK,China,Cross-Border,1,Suspicious_Cash_Intensive
2023-01-03,03:51,ACC445778,ACC880268,8248.57,TRY,EUR,China,UK,Mobile Payment,0,Normal_Personal_Transfer
2023-01-03,23:28,ACC905504,ACC429112,794.4,EUR,GBP,Mexico,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-03-21,03:48,ACC929722,ACC861319,5830.19,GBP,MAD,Germany,Germany,Cash,1,Suspicious_Shell_Companies
2023-01-14,11:41,ACC185186,ACC950262,6403.59,CNY,AED,Turkey,Mexico,Cash,1,Suspicious_RapidMovement
2023-02-09,08:44,ACC901547,ACC960399,18.56,EUR,CNY,Turkey,Germany,Debit Card,0,Normal_Personal_Transfer
2023-05-04,15:20,ACC629437,ACC239402,9799.38,TRY,TRY,China,Germany,Cheque,1,Suspicious_CrossBorder_Transfer
2023-10-20,03:05,ACC928424,ACC275225,4071.61,EUR,TRY,Morocco,China,ACH Transfer,0,Normal_Personal_Transfer
2023-07-28,10:19,ACC379860,ACC895043,5178.26,MAD,EUR,UK,Germany,Credit Card,0,Normal_Corporate_Payment
2023-07-07,06:35,ACC984156,ACC376016,1956.09,MAD,MAD,Mexico,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-04-18,21:18,ACC637909,ACC935887,6113.08,MAD,MAD,China,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-12-07,00:58,ACC500036,ACC921362,8108.09,USD,TRY,UAE,Germany,Credit Card,0,Normal_Corporate_Payment
2023-05-25,21:55,ACC885088,ACC958454,5863.06,TRY,TRY,Mexico,UK,Cheque,1,Suspicious_Structuring
2023-02-01,19:59,ACC999497,ACC162714,7882.47,GBP,CNY,Mexico,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-08-14,07:08,ACC916831,ACC749194,7313.77,GBP,GBP,USA,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-02-11,18:56,ACC219374,ACC470866,2384.2,CNY,MAD,Turkey,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-05-07,00:44,ACC405242,ACC953136,4363.77,MXN,USD,Morocco,UAE,Cheque,1,Suspicious_CrossBorder_Transfer
2023-07-05,23:12,ACC931943,ACC100415,1494.78,GBP,AED,Turkey,UK,Debit Card,0,Normal_Personal_Transfer
2023-11-16,12:38,ACC415387,ACC700729,428.94,AED,EUR,Germany,UAE,Credit Card,0,Normal_Personal_Transfer
2023-06-30,07:16,ACC477275,ACC736024,640.06,MAD,EUR,UAE,Morocco,Cross-Border,1,Suspicious_Shell_Companies
2023-09-14,08:42,ACC623990,ACC695067,9425.57,AED,GBP,Morocco,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-12-29,01:35,ACC915182,ACC847916,9845.53,CNY,AED,USA,China,ACH Transfer,0,Normal_Personal_Transfer
2023-02-17,23:44,ACC322682,ACC974876,958.83,AED,GBP,Turkey,Morocco,Cash,1,Suspicious_CrossBorder_Transfer
2023-04-11,00:56,ACC941830,ACC204448,3358.58,MAD,USD,Mexico,Morocco,Cash,1,Suspicious_CrossBorder_Transfer
2023-05-25,15:43,ACC837902,ACC372032,1153.06,MXN,MXN,UAE,UAE,Debit Card,0,Normal_Corporate_Payment
2023-06-03,10:37,ACC873085,ACC276371,8343.95,USD,EUR,UK,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-05-31,22:46,ACC406489,ACC224790,4968.01,GBP,MAD,UK,Morocco,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-11-28,05:54,ACC717718,ACC683053,6216.4,TRY,AED,USA,Morocco,Cash,1,Suspicious_Cash_Intensive
2023-09-18,12:46,ACC214921,ACC293786,5403.71,MXN,TRY,UK,USA,E-Wallet,0,Normal_Corporate_Payment
2023-08-10,11:34,ACC716017,ACC115935,7105.43,GBP,AED,Mexico,Turkey,Cash,1,Suspicious_Structuring
2023-04-23,16:52,ACC676131,ACC959434,3198.13,USD,USD,Morocco,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-10-28,01:37,ACC765582,ACC442775,1383.56,AED,CNY,China,Turkey,ACH Transfer,0,Normal_Personal_Transfer
2023-12-15,04:39,ACC231458,ACC625608,186.02,TRY,EUR,Mexico,USA,Cash,1,Suspicious_Shell_Companies
2023-10-27,05:08,ACC950766,ACC408176,4462.47,TRY,MAD,UAE,UAE,Mobile Payment,0,Normal_Corporate_Payment
2023-01-01,17:42,ACC429314,ACC702051,9079.27,CNY,USD,Turkey,Germany,Mobile Payment,0,Normal_Personal_Transfer
2023-08-21,04:32,ACC140878,ACC400146,3059.61,AED,CNY,UAE,USA,E-Wallet,0,Normal_Corporate_Payment
2023-01-19,13:45,ACC300741,ACC538054,1967.61,USD,MXN,China,Germany,Credit Card,0,Normal_Corporate_Payment
2023-04-05,05:09,ACC269421,ACC663200,9261.17,GBP,MAD,UAE,Turkey,Debit Card,0,Normal_Personal_Transfer
2023-01-22,20:40,ACC855631,ACC362696,1063.43,AED,EUR,UK,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-08-09,22:36,ACC615188,ACC644428,527.49,EUR,AED,Morocco,Morocco,Cheque,1,Suspicious_CrossBorder_Transfer
2023-09-08,12:26,ACC714640,ACC185591,8795.34,CNY,TRY,Germany,Mexico,Cash,1,Suspicious_Shell_Companies
2023-02-11,08:27,ACC514745,ACC279809,7012.08,GBP,MAD,Germany,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-05-21,05:37,ACC534737,ACC657655,4226.47,AED,CNY,Mexico,China,E-Wallet,0,Normal_Personal_Transfer
2023-06-16,01:11,ACC642671,ACC311706,7525.92,AED,CNY,Mexico,Turkey,Cheque,1,Suspicious_Shell_Companies
2023-05-15,06:26,ACC760261,ACC648349,7416.99,MXN,EUR,UK,China,Credit Card,0,Normal_Personal_Transfer
2023-02-14,15:42,ACC929321,ACC458734,410.21,MXN,CNY,Germany,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-06-02,12:48,ACC638921,ACC928556,6765.71,GBP,USD,UAE,Morocco,Cheque,1,Suspicious_Shell_Companies
2023-10-02,22:39,ACC686532,ACC584331,6412.32,CNY,MXN,Germany,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-01-26,09:30,ACC290091,ACC495198,9638.15,MAD,CNY,Mexico,UAE,Cash,1,Suspicious_CrossBorder_Transfer
2023-01-30,16:39,ACC843472,ACC992566,9666.56,MXN,MAD,Turkey,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-05-10,11:44,ACC445741,ACC922197,3784.22,EUR,USD,Germany,Germany,Debit Card,0,Normal_Corporate_Payment
2023-12-10,12:18,ACC800461,ACC444750,5902.52,MAD,USD,Mexico,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-09-02,06:25,ACC800066,ACC982854,1422.16,EUR,GBP,USA,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-09-05,10:55,ACC832444,ACC734198,673.9,TRY,USD,UAE,Germany,Cash,1,Suspicious_RapidMovement
2023-05-13,11:17,ACC115115,ACC941113,4333.47,MXN,AED,Germany,UK,Credit Card,0,Normal_Corporate_Payment
2023-08-05,16:57,ACC175379,ACC948781,6901.92,AED,MAD,China,Morocco,Mobile Payment,0,Normal_Personal_Transfer
2023-01-04,22:34,ACC333553,ACC724351,5681.93,MAD,MXN,Morocco,UK,Cross-Border,1,Suspicious_RapidMovement
2023-08-21,07:54,ACC664267,ACC163474,4302.27,GBP,TRY,UK,Turkey,Cheque,1,Suspicious_Cash_Intensive
2023-11-30,01:00,ACC796001,ACC784873,8182.94,MAD,GBP,Morocco,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-08-12,11:54,ACC693665,ACC909024,7946.33,AED,USD,UAE,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-11-15,13:04,ACC877146,ACC474340,7322.1,TRY,MAD,UAE,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-09-22,04:02,ACC630704,ACC910050,779.55,EUR,AED,Mexico,USA,E-Wallet,0,Normal_Corporate_Payment
2023-02-14,18:15,ACC490929,ACC151632,7966.73,TRY,AED,Germany,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-11-26,23:38,ACC755954,ACC508625,9195.02,USD,AED,Germany,China,ACH Transfer,0,Normal_Corporate_Payment
2023-01-25,22:41,ACC507609,ACC109529,603.83,MXN,EUR,Turkey,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-07-14,04:43,ACC528596,ACC648442,4022.7,GBP,GBP,Mexico,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-02-21,21:00,ACC800416,ACC132882,9883.67,EUR,MXN,China,Germany,Credit Card,0,Normal_Corporate_Payment
2023-01-05,16:54,ACC492508,ACC669205,5996.4,TRY,EUR,Germany,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-06-04,10:53,ACC983939,ACC706776,5140.64,GBP,CNY,USA,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-04-18,12:58,ACC742531,ACC639989,1782.69,MXN,MXN,UK,Germany,Debit Card,0,Normal_Personal_Transfer
2023-06-27,20:23,ACC727358,ACC306353,5659.21,AED,EUR,Mexico,China,Cash,1,Suspicious_Shell_Companies
2023-07-30,11:31,ACC660414,ACC845231,4396.04,GBP,TRY,Germany,UAE,Cash,1,Suspicious_Shell_Companies
2023-01-16,08:57,ACC704670,ACC692513,1283.16,MXN,MXN,Morocco,China,Cash,1,Suspicious_Structuring
2023-02-14,11:50,ACC322785,ACC807852,4648.68,MXN,EUR,Turkey,UAE,Cash,1,Suspicious_Structuring
2023-07-23,13:53,ACC642516,ACC102988,1652.35,MXN,CNY,Turkey,USA,Credit Card,0,Normal_Corporate_Payment
2023-05-06,04:32,ACC593515,ACC135919,7309.33,TRY,AED,UK,China,Mobile Payment,0,Normal_Corporate_Payment
2023-09-24,21:37,ACC648297,ACC603239,9736.75,AED,CNY,UAE,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-08-27,16:10,ACC886526,ACC803786,4701.07,MXN,MXN,Mexico,China,Credit Card,0,Normal_Personal_Transfer
2023-11-05,15:11,ACC600204,ACC807527,6327.36,GBP,CNY,Mexico,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-09-10,02:23,ACC180636,ACC109013,4315.45,AED,GBP,Mexico,USA,Cheque,1,Suspicious_Related_Accounts
2023-06-06,14:30,ACC283293,ACC532329,1393.15,USD,MXN,China,USA,Cheque,1,Suspicious_RapidMovement
2023-09-03,02:54,ACC198453,ACC758934,9705.85,GBP,MAD,USA,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-04-11,01:53,ACC510646,ACC853376,1304.49,TRY,MXN,Turkey,China,E-Wallet,0,Normal_Personal_Transfer
2023-04-22,12:39,ACC154486,ACC107838,1125.15,MXN,EUR,Mexico,China,Debit Card,0,Normal_Corporate_Payment
2023-10-15,09:40,ACC976942,ACC131368,4597.14,CNY,CNY,China,Turkey,Cross-Border,1,Suspicious_RapidMovement
2023-06-12,14:07,ACC589881,ACC656516,6592.28,AED,CNY,UAE,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-10-19,02:08,ACC817654,ACC347368,3555.68,USD,MXN,Mexico,USA,Cash,1,Suspicious_Structuring
2023-10-28,10:20,ACC360243,ACC408241,1933.25,TRY,TRY,UAE,Turkey,Cheque,1,Suspicious_CrossBorder_Transfer
2023-11-10,04:11,ACC645148,ACC286845,8191.44,EUR,USD,UAE,Germany,Cheque,1,Suspicious_Shell_Companies
2023-12-01,23:41,ACC434956,ACC508039,3637.4,EUR,GBP,Mexico,Morocco,E-Wallet,0,Normal_Corporate_Payment
2023-06-07,13:28,ACC428231,ACC778870,1951.27,CNY,MAD,UAE,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-04-27,16:29,ACC344856,ACC229802,3657.2,CNY,AED,China,Mexico,Cash,1,Suspicious_RapidMovement
2023-08-01,07:48,ACC501702,ACC924765,2153.4,EUR,EUR,USA,Morocco,Cash,1,Suspicious_Cash_Intensive
2023-05-16,02:16,ACC838423,ACC366579,5199.28,USD,AED,UK,Mexico,Cash,1,Suspicious_Shell_Companies
2023-08-08,23:25,ACC149607,ACC924850,6686.21,AED,AED,Turkey,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-09-15,06:52,ACC502961,ACC157955,7997.58,GBP,CNY,UAE,Germany,Cheque,1,Suspicious_Structuring
2023-09-09,10:10,ACC468808,ACC421651,2283.34,USD,MXN,Germany,Germany,E-Wallet,0,Normal_Personal_Transfer
2023-05-17,15:35,ACC309605,ACC151033,1677.87,CNY,MXN,Morocco,Mexico,Cross-Border,1,Suspicious_Related_Accounts
2023-03-02,00:35,ACC642618,ACC841449,205.84,AED,MXN,Mexico,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-06-07,19:26,ACC795438,ACC959404,2288.6,USD,CNY,USA,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-02-22,12:52,ACC810692,ACC726300,248.81,AED,GBP,Turkey,Mexico,Cash,1,Suspicious_Structuring
2023-11-21,06:40,ACC597337,ACC147219,3461.29,USD,MAD,Germany,UAE,Cash,1,Suspicious_CrossBorder_Transfer
2023-05-07,01:28,ACC876422,ACC789837,1465.47,EUR,USD,Mexico,USA,Debit Card,0,Normal_Corporate_Payment
2023-02-26,03:53,ACC321437,ACC582996,5803.16,MAD,TRY,Morocco,Morocco,Cash,1,Suspicious_RapidMovement
2023-01-10,21:28,ACC405480,ACC798081,3843.43,AED,MAD,Germany,Germany,Debit Card,0,Normal_Corporate_Payment
2023-08-24,16:27,ACC632358,ACC298300,944.92,AED,TRY,UAE,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-08-21,05:59,ACC625608,ACC508739,4004.67,AED,AED,China,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-05-05,01:34,ACC975475,ACC656614,2101.39,GBP,MAD,Morocco,UAE,ACH Transfer,0,Normal_Personal_Transfer
2023-01-27,16:34,ACC401065,ACC474770,6804.97,MAD,EUR,Turkey,China,Debit Card,0,Normal_Corporate_Payment
2023-05-30,13:44,ACC106589,ACC273277,3650.72,MAD,USD,USA,Mexico,Cheque,1,Suspicious_CrossBorder_Transfer
2023-04-24,09:42,ACC979427,ACC953167,1478.83,USD,USD,USA,Germany,Cheque,1,Suspicious_Structuring
2023-09-05,08:43,ACC639877,ACC466540,3502.52,GBP,GBP,Turkey,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-08-10,05:12,ACC136375,ACC116375,2251.54,MAD,CNY,UAE,Turkey,Cross-Border,1,Suspicious_Structuring
2023-05-14,16:04,ACC143085,ACC233783,7959.83,MXN,MAD,UAE,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-03-21,23:17,ACC685128,ACC371326,9833.84,USD,MXN,UK,Germany,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-12-27,04:13,ACC798560,ACC717465,264.66,USD,USD,UK,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-06-15,14:19,ACC722992,ACC719354,6903.3,USD,MAD,UAE,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-09-09,10:10,ACC983479,ACC974580,2646.94,MXN,MXN,Germany,UK,Cheque,1,Suspicious_CrossBorder_Transfer
2023-02-21,10:43,ACC130982,ACC534166,673.42,CNY,GBP,China,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-06-27,06:05,ACC946152,ACC990238,153.37,MXN,AED,Germany,Germany,Cheque,1,Suspicious_Shell_Companies
2023-01-11,19:48,ACC390658,ACC243992,8811.29,EUR,AED,Mexico,Morocco,Cash,1,Suspicious_CrossBorder_Transfer
2023-07-04,11:38,ACC295961,ACC646432,3542.53,CNY,MAD,USA,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-12-18,13:02,ACC497067,ACC220270,9945.49,TRY,MAD,Germany,Morocco,Cheque,1,Suspicious_Cash_Intensive
2023-05-21,07:18,ACC700322,ACC839778,4429.35,GBP,EUR,Germany,USA,E-Wallet,0,Normal_Personal_Transfer
2023-01-15,04:21,ACC460532,ACC757925,1884.1,TRY,MAD,UAE,USA,Credit Card,0,Normal_Personal_Transfer
2023-01-12,02:03,ACC556201,ACC188909,7773.66,USD,EUR,Turkey,UK,Cheque,1,Suspicious_Cash_Intensive
2023-05-22,17:08,ACC144845,ACC547158,9265.66,MAD,MXN,Morocco,Turkey,Cash,1,Suspicious_Shell_Companies
2023-02-28,04:42,ACC354259,ACC301632,8158.05,USD,CNY,USA,Germany,Cheque,1,Suspicious_Structuring
2023-01-09,16:33,ACC997285,ACC754949,7454.54,MAD,AED,UAE,UAE,Cross-Border,1,Suspicious_Shell_Companies
2023-10-04,09:22,ACC208417,ACC395943,3353.65,EUR,CNY,USA,Mexico,Cross-Border,1,Suspicious_Shell_Companies
2023-06-17,09:58,ACC213436,ACC559993,654.26,AED,MXN,UAE,China,Mobile Payment,0,Normal_Corporate_Payment
2023-04-16,11:15,ACC338198,ACC134510,2020.98,TRY,AED,UK,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-11-25,08:49,ACC383303,ACC597229,4473.63,AED,AED,UK,Germany,Debit Card,0,Normal_Corporate_Payment
2023-02-12,02:24,ACC588288,ACC187919,9562.44,AED,USD,USA,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-12-15,07:25,ACC189788,ACC213043,7231.31,USD,GBP,Morocco,UK,E-Wallet,0,Normal_Personal_Transfer
2023-04-25,15:55,ACC648291,ACC832726,8284.55,TRY,CNY,Germany,China,Cash,1,Suspicious_Related_Accounts
2023-11-21,15:58,ACC730010,ACC522191,2780.17,CNY,EUR,Mexico,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-08-09,06:52,ACC921571,ACC415386,6841.39,CNY,AED,Germany,Germany,Cross-Border,1,Suspicious_Shell_Companies
2023-10-29,11:02,ACC336444,ACC146546,8625.76,EUR,USD,Morocco,UAE,Mobile Payment,0,Normal_Corporate_Payment
2023-12-26,04:38,ACC938884,ACC585303,4799.32,TRY,CNY,Mexico,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-04-16,05:02,ACC122205,ACC778627,4304.62,MAD,TRY,USA,Turkey,Cross-Border,1,Suspicious_Structuring
2023-12-17,00:33,ACC851419,ACC580265,7196.85,GBP,USD,Turkey,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-05-23,21:31,ACC681243,ACC956371,5603.52,AED,MXN,Mexico,USA,Cheque,1,Suspicious_Structuring
2023-05-21,05:03,ACC865523,ACC891329,9931.78,CNY,TRY,UK,Morocco,E-Wallet,0,Normal_Corporate_Payment
2023-05-05,05:27,ACC369608,ACC231235,4256.78,EUR,CNY,Turkey,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-07-17,06:42,ACC838006,ACC332686,1767.67,TRY,USD,UAE,UK,Debit Card,0,Normal_Personal_Transfer
2023-02-26,03:03,ACC303729,ACC414684,4724.63,USD,MAD,Morocco,USA,Cash,1,Suspicious_RapidMovement
2023-07-22,15:20,ACC371984,ACC576131,2359.7,MXN,GBP,USA,China,ACH Transfer,0,Normal_Personal_Transfer
2023-07-17,01:48,ACC595832,ACC344367,5616.93,MXN,EUR,Morocco,USA,Cheque,1,Suspicious_CrossBorder_Transfer
2023-10-06,03:13,ACC402912,ACC916462,1266.71,EUR,MAD,China,Morocco,Cheque,1,Suspicious_Related_Accounts
2023-11-01,15:28,ACC907359,ACC155313,9500.26,CNY,TRY,Mexico,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-06-10,08:09,ACC985054,ACC129870,8599.63,MXN,AED,Mexico,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-04-21,16:59,ACC115329,ACC224703,1564.1,CNY,GBP,UAE,Germany,Credit Card,0,Normal_Corporate_Payment
2023-04-05,13:22,ACC115791,ACC522698,1732.21,GBP,AED,Morocco,Morocco,Cheque,1,Suspicious_Shell_Companies
2023-03-13,06:08,ACC414771,ACC419399,5129.26,EUR,USD,Turkey,Germany,Cheque,1,Suspicious_Structuring
2023-01-22,15:37,ACC491029,ACC978839,7731.09,USD,MAD,China,Germany,Credit Card,0,Normal_Personal_Transfer
2023-05-05,02:47,ACC769732,ACC742240,2198.6,USD,MXN,China,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-04-09,12:52,ACC586106,ACC558146,619.11,EUR,CNY,USA,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-12-19,10:29,ACC803829,ACC543716,5459.89,MXN,MXN,Turkey,Morocco,Cheque,1,Suspicious_Shell_Companies
2023-07-23,06:25,ACC471698,ACC884689,6919.06,MXN,GBP,UAE,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-05-07,14:29,ACC230436,ACC561003,2451.21,USD,MXN,Germany,UK,Cash,1,Suspicious_CrossBorder_Transfer
2023-07-31,20:54,ACC187073,ACC995828,7400.28,GBP,EUR,China,UK,Cash,1,Suspicious_CrossBorder_Transfer
2023-02-20,23:58,ACC349894,ACC385818,9506.93,MAD,CNY,Morocco,Germany,Cash,1,Suspicious_CrossBorder_Transfer
2023-06-12,14:35,ACC396514,ACC879833,1379.37,MXN,AED,Mexico,China,Cross-Border,1,Suspicious_Shell_Companies
2023-08-17,09:42,ACC151408,ACC761950,5115.18,GBP,GBP,China,Mexico,E-Wallet,0,Normal_Corporate_Payment
2023-06-28,05:24,ACC453085,ACC402570,577.85,AED,CNY,Morocco,China,Mobile Payment,0,Normal_Corporate_Payment
2023-05-27,06:10,ACC516919,ACC149584,2074.54,MXN,GBP,USA,Morocco,Cross-Border,1,Suspicious_Cash_Intensive
2023-12-29,11:30,ACC246306,ACC843023,907.3,MAD,MXN,USA,Morocco,ACH Transfer,0,Normal_Personal_Transfer
2023-11-18,08:48,ACC238604,ACC793375,4046.03,EUR,GBP,Mexico,UAE,Mobile Payment,0,Normal_Corporate_Payment
2023-08-16,21:55,ACC397560,ACC697539,8210.11,TRY,USD,UAE,Germany,Cheque,1,Suspicious_RapidMovement
2023-07-27,08:50,ACC172439,ACC169353,5775.53,USD,TRY,Mexico,Mexico,Cheque,1,Suspicious_Related_Accounts
2023-08-15,08:57,ACC642530,ACC981461,2233.62,EUR,MAD,Mexico,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-03-15,09:12,ACC805614,ACC182990,410.71,MXN,TRY,Germany,USA,Cash,1,Suspicious_Structuring
2023-05-25,20:04,ACC965756,ACC891032,5538.45,MAD,CNY,Mexico,USA,Credit Card,0,Normal_Personal_Transfer
2023-01-15,15:37,ACC921681,ACC780050,1336.64,USD,AED,UAE,Mexico,Cheque,1,Suspicious_Cash_Intensive
2023-06-23,14:44,ACC986556,ACC732574,3433.91,TRY,MAD,Turkey,China,E-Wallet,0,Normal_Personal_Transfer
2023-07-18,08:01,ACC981481,ACC395906,5106.82,TRY,MXN,USA,UAE,Cash,1,Suspicious_Shell_Companies
2023-03-25,19:37,ACC339647,ACC481150,9038.29,MAD,CNY,UAE,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-12-18,00:55,ACC971510,ACC792859,827.42,MAD,EUR,USA,China,Cash,1,Suspicious_CrossBorder_Transfer
2023-11-28,20:53,ACC394438,ACC581204,6689.39,MXN,EUR,China,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-09-21,12:18,ACC815144,ACC500886,150.67,USD,MXN,Mexico,Turkey,Cash,1,Suspicious_RapidMovement
2023-07-14,09:33,ACC496900,ACC317759,6302.79,AED,AED,Germany,China,E-Wallet,0,Normal_Personal_Transfer
2023-11-14,11:55,ACC517011,ACC641629,5519.81,AED,MXN,Turkey,UAE,Cheque,1,Suspicious_Shell_Companies
2023-02-17,16:01,ACC617351,ACC195140,8120.55,CNY,GBP,UK,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-10-16,00:18,ACC815661,ACC970506,5321.31,MXN,EUR,China,UK,Cheque,1,Suspicious_RapidMovement
2023-02-15,20:55,ACC562403,ACC117015,3532.64,TRY,CNY,UAE,Germany,Credit Card,0,Normal_Corporate_Payment
2023-10-17,10:43,ACC241503,ACC996612,2435.08,EUR,TRY,Turkey,Morocco,ACH Transfer,0,Normal_Corporate_Payment
